Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru,Quarter
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x459efd5f53b4bb04b278925754fd427783831bc5,web3newsletters.eth,PG Small Grants,1.0,1334.22,ETH,1,Direct,2022Q4
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xc609ed8bd4384b0822267c9fe4ac04f768fee0ca,yeeteezy.eth,PG Small Grants,1.0,1334.22,ETH,1,Direct,2022Q4
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x76a6d08b82034b397e7e09dae4377c18f132bbb8,Blockful,PG Small Grants,1.0,1334.22,ETH,1,Direct,2022Q4
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x82d2173645fd452134807ceea12e4cc687f59009,neiman.eth,PG Small Grants,1.0,1258.65,ETH,1,Direct,2022Q4
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xf14f66748ff5d530c0235bf8ad017f9ae79a6b6a,gregskril.eth,PG Small Grants,1.0,1258.65,ETH,1,Direct,2022Q4
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x07590a393c67670463b80768feed264832541d51,cookbookdev.eth,PG Small Grants,1.0,1258.65,ETH,1,Direct,2022Q4
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x1191f58f6f50cd673c78e7ca1732083a6b2beaf1,Future Diaries,PG Small Grants,1.0,1258.65,ETH,1,Direct,2022Q4
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xa9e3da13ef5eadfc6ecb2bb6bddde95016b567db,water3.eth,PG Small Grants,1.0,1258.65,ETH,1,Direct,2022Q4
Interquarter,2022-12-31,Metagov,Metagov,Metagov,Metagov,Metagov,Metagov,17940.0,270274.01,ENS,1,Direct,2022Q4
Interquarter,2022-12-31,Metagov,Metagov,Metagov,Metagov,Metagov,Metagov,17.0,38083.09,ETH,1,Direct,2022Q4
Interquarter,2022-12-31,Metagov,Metagov,Metagov,Metagov,Metagov,Metagov,243675.0,243675.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,7000.0,7000.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,9665.0,9665.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb3a880d667fb664a7e4929f83002b4bad0321653,anthonyware.eth,Salaries,5000.0,5000.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,ceresstation.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,simona.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xffaf8c516d91a0d07bb6623d3015b01f7ea0cf6266b377b1a4abec3e57e9e5f0,2022-10-07,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,bobjiang.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,simona.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,9665.0,9665.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,ceresstation.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,bobjiang.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb3a880d667fb664a7e4929f83002b4bad0321653,anthonyware.eth,Salaries,5000.0,5000.0,USDC,1,Direct,2022Q4
0xce4d0473e0acb5c962ef506895308b527f32fd3c2b9c69a30c98d9e80f0f88c4,2022-11-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,7000.0,7000.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,bobjiang.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,7000.0,7000.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,9665.0,9665.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,simona.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,ceresstation.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q4
0x46670673a610fdec51817cdb227353913e29f283ce81d6330a4b2a08b980629f,2022-11-29,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb3a880d667fb664a7e4929f83002b4bad0321653,anthonyware.eth,Salaries,5000.0,5000.0,USDC,1,Direct,2022Q4
0x790b8330dead908ba7429844e9c062fee960cf6ca60e8f0ac385670f26c85d21,2022-11-28,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0x29a0e282e9e07ee89736d0e72750d39f20f372a4,domo.eth,DAO Tooling,5000.0,5000.0,USDC,1,DAO Tooling Pod,2022Q4
0x4f99c905d2104e481aec0fe6eadbda17aa6775754d9fea1370e29321bde6628c,2022-11-28,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0x6499dc30d6178413e3812e35af0b5b8116966041,launchdapp.eth,DAO Tooling,10000.0,10000.0,USDC,1,DAO Tooling Pod,2022Q4
0x6c711a636edb62975b27f9661cdf2f7e6703d14fe8cf0eb7c465f1a510e90c17,2022-11-29,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0xfdfc6e1bbec01288447222fc8f1aee55a7c72b7b,Agora,DAO Tooling,25000.0,25000.0,USDC,1,DAO Tooling Pod,2022Q4
0x75df1836bb74ff29821c2c6e31cabfc3a356cd706d007665dac4d4061f2888d5,2022-11-29,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0x179a862703a4adfb29896552df9e307980d19285,gregskril.eth,DAO Tooling,9000.0,9000.0,USDC,1,DAO Tooling Pod,2022Q4
0xe3c9e56764fc1564c214e2ef6367eef38429e16a649404ef7cdf33cf332adc2f,2022-12-25,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x95b564f3b3bae3f206aa418667ba000afafacc8a,ENSTooling,DAO Tooling,10.0,110.14,ENS,1,Direct,2022Q4
0xdf821cb80860f015bff9ef1818cbb16e93682f071254f76a173db3db133dc534,2022-12-09,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,5.0,6314.75,ETH,1,Direct,2022Q4
0x6c42487e72be92ac95d0b9bfeb9322797ccf4f63a163975d4fa96d325650f88b,2022-11-08,0x4f4cadb8af8f1d463240c2b93952d8a16688a818,Metagov,Metagov,0x0b4431278157c13fe419031a47fa15a6b8d988fe,ENS Labs,Governance,3.0,4002.66,ETH,1,Governance Pod,2022Q4
DAO Wallet,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,1.0,1.0,Plchld,Plchld,,2023Q1
Community WG,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q1
Providers,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q1
Public Goods,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q1
Ecosystem,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q1
Metagov,2023-03-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q1
Interquarter,2023-03-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,10058334.596630149,98142931.30999999,ENS,1,Direct,2023Q1
Interquarter,2023-03-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,15021.70606656315,34785844.05246064,ETH,1,Direct,2023Q1
Interquarter,2023-03-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,17144568.888269998,17144568.888269998,USDC,1,Direct,2023Q1
0xc144bec998f8aa28caa8c0facc968f3bae20041cff88a8b8abc291ca1e7dda53,2023-02-09,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,Old Registrar,Old Registrar,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,37509.43757147257,57981338.40923087,ETH,1,Direct,2023Q1
0xa2ba7939818d920aef9d1b2e1222d4df962ac30610367c0ec67c3a0fb3c5dbbc,2023-02-09,0x9008d19f58aabd9ed0d60971565aa8510560ab41,CoW Swap,CoW Swap,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,16226542.504644,16226542.504644,USDC,1,Direct,2023Q1
0xdbdfbff8222b97847bd3eeb07293362a75e6841c62c94cec050ed948dda6e638,2023-03-07,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x4f2083f5fbede34c2714affb3105539775f7fe64,Endowment,Endowment,16000.0,24986080.0,ETH,1,Direct,2023Q1
Interquarter,2023-03-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,40936.0,628140.15,ENS,1,Direct,2023Q1
Interquarter,2023-03-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,335.04642781999996,591515.858369557,ETH,1,Direct,2023Q1
Interquarter,2023-03-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,1403682.252846,1403682.252846,USDC,1,Direct,2023Q1
0xd8feed2155cc6285d1bf5a89836d8980e613268d583715f5fc5b3ae8c031c4d7,2023-02-09,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,254.0,392628.12,ETH,1,Direct,2023Q1
0xd8feed2155cc6285d1bf5a89836d8980e613268d583715f5fc5b3ae8c031c4d7,2023-02-09,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,935000.0,935000.0,USDC,1,Direct,2023Q1
0xbe034634c20ed5559a99880d4c10252aa808e9e4662fa39e3a98aace7a8c1adc,2023-01-06,0xb3a37c813d3d365a03dd1dd3e68cc11af019cdd6,Ecosystem,Ecosystem,0x1f28ed9d4792a567dad779235c2b766ab84d8e33,armorfi.eth,Bug Bounty,10000.0,10000.0,USDC,1,Bug Bounty SG,2023Q1
0x4030a1a41b341cfeadd6f4fc0fcfe93937f7b7076a14123f3c12cf460463ec10,2023-02-03,0xb3a37c813d3d365a03dd1dd3e68cc11af019cdd6,Ecosystem,Ecosystem,0x7cfed2a2d4a98680dac6aa55120f5af2ec562ebd,32337.eth,Bug Bounty,6000.0,6000.0,USDC,1,Bug Bounty SG,2023Q1
0x1936ec27ecf65866bf9ef1c47a03afbced34ffba6f6323a28eac607042500415,2023-02-03,0xb3a37c813d3d365a03dd1dd3e68cc11af019cdd6,Ecosystem,Ecosystem,0x66f67fcdcae52da08440f91688a6805ade0c9755,pandæmonium.eth,Bug Bounty,20000.0,20000.0,USDC,1,Bug Bounty SG,2023Q1
0xee603d1103cd66712697b0cfcd3f40abc54490b9970d9c1b39e0eecdfdcfbf0f,2023-03-27,0xb3a37c813d3d365a03dd1dd3e68cc11af019cdd6,Ecosystem,Ecosystem,0x960ac202559ed6f58e8115bbac1e0bd39f42119f,960ac2.eth,Bug Bounty,100000.0,100000.0,USDC,1,Bug Bounty SG,2023Q1
0x7c8fc705ddcd7abcda6400923daa205a8a0bd73b5bad8ca1dab1bdbfd490ba71,2023-01-14,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xbd61ef27f0793cc3a4a0afbeb00b206fc5c89c2c,0xbd61ef,Hackathons,20000.0,20000.0,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xb40f296872595e1f8e9e18021888d154335210b6,0xb40f29,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xd38dedfcdf47b068870a4b96fc6943f383744ef9,0xd38ded,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x48294a067d1bc5a58bcbab4b3be329d078d9e1af,0x48294a,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xadbb2bae7f0cd584491c35089d8a819108a1276c,sambitsargam.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x870fdbbdd60997f67e43682c62ed6c843ed24164,0x870fdb,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xf4733253c597a1b709b07b871aa86d951788e40b,0xf47332,Hackathons,500.0,500.0,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x9bd37d54361e04be16686552ae3dc38b9cfba73c,0x9bd37d,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x840b6c69b9e35d9257f9aed2099afdd3d2b83807,0x840b6c,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x78d262ee17922bfb29476e25df20eec17e252902,harshilp.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xf4733253c597a1b709b07b871aa86d951788e40b,0xf47332,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x7b158840956385de998fc306053dbee0a007db3b,0x7b1588,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x8f1d53d104141e670775c6fd0812051a06db650b,0x8f1d53,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x99c10550222dcae7b953336e3299a3e1ea8c9461,0x99c105,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x569a560f5ea5f414192eb76bd733525efa6b57ac,0x569a56,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x4e86bfbb2abbece19715922f26c10686ee74d507,letsrally.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x10e3b9f18004af478a1f186ecf89b0284212582b,0x10e3b9,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x1a3cde21e27ca9a2670c2c647550d39a72d9637c,siddesh.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x268a3bea66df2b520297c73013367d2a5da55c6a,0x268a3b,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x35228676f0c3c1dc4018613502d77a8e99295fc9,symcards.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xf9303c34d9d21d5075b2ae14f9784932f64e2d11,0xf9303c,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x16d7034610db82fd30ffc9667f4b4f55e2b8541f,jennifertran.eth,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x9e0f0d83dd880240e3506a7ac4ce82500b2bd92b,0x9e0f0d,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0xe51505ffb1adb66c94a4d84927015f576783fef9651a707e7aa250188f70a23c,2023-01-28,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0xecb45a23670fde509fccbf6153bd02b0961920c7,0xecb45a,Hackathons,113.6363,113.6363,USDC,1,Hackathons SG,2023Q1
0x8b9e9af6137b53a9339ec0263063460cb6bd622bd4f3c5aaf051f004f65015cd,2023-02-01,0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d,Ecosystem,Ecosystem,0x652e6bd691c6b07a2efb22ad04924664f07c9b9d,ETHGlobal,Hackathons,90000.0,90000.0,USDC,1,Hackathons SG,2023Q1
0xba1aea197874528834be02a4f5b95e2c5c0c204b8bb62a1cac6ed252cda07cc6,2023-03-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,Eco. Grants,10.0,16770.0,ETH,1,Direct,2023Q1
0xba1aea197874528834be02a4f5b95e2c5c0c204b8bb62a1cac6ed252cda07cc6,2023-03-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,Eco. Grants,85000.0,85000.0,USDC,1,Direct,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Support,240.0,2704.67,ENS,1,Support SG,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x8a55a2d8f2648cf88d592f0a2ba9dc7b1eddfd09,accessor.eth,Support,240.0,2704.67,ENS,1,Support SG,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x11725b126ff9e4279e4f645c87736a501aa0eb1a,Discord Support,Support,720.0,8114.02,ENS,1,Support SG,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x6d53ed14a8f771a96e9186368d97c2cc06bec059,endlessness.eth,Support,850.0,9579.05,ENS,1,Support SG,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x6fe24cfaa934b262dc482fc185106c89beef6634,0x6fe24c,Support,850.0,9579.05,ENS,1,Support SG,2023Q1
0x791f2a9de28209daf315ef771b18e6632753076d4a048fdf2d84f9d295d6bc50,2023-01-02,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0xfd1bb5a7299d0f449bd0fb386959a0449dcfd739,0xfd1bb5,Support,850.0,9579.05,ENS,1,Support SG,2023Q1
0x4f6d967b1a2b24847419004b80b2f7a1bcfbf84c925c07025c30f8c275f6e648,2023-01-03,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x1b995df2e474f5073406853a361f2eac7afa5b05,0x1b995d,Support,280.0,280.0,USDC,1,Support SG,2023Q1
0x5719abf6095bcb1fc7e8e8bf0c94dadc3ae7ac8edb6d8e84c31f3e6d237bb538,2023-01-03,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0xeb6b293e9bb1d71240953c8306ad2c8ac523516a,drea.eth,Support,100.0,100.0,USDC,1,Support SG,2023Q1
0xfdcfabc3b067a44601138112ddbf3514a2123b3b7d6e21c55b187e83a21b2eea,2023-01-26,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x3ccfc7e11cfdf6fa06166cac59629a149efa0360,kevins.eth,Support,0.42507218,680.689335443,ETH,1,Support SG,2023Q1
